x1,index,title,abstract,store_id,article_type,authors,copyright,document_type,entry_date,issn,issue,language,language_of_summary,pages,place_of_publication,pubdate,pubtitle,year,volume,document_url,document_features,start_page,find_a_copy,database,date,filename,filepath
223,batch7_223.pdf,"Oil, Taxes and Governor Warren","The long official career of Earl Warren, Governor of California, has been comparatively calm and remarkably successful. His conduct in office has been conscientious and orderly; his political habit, independent and individualistic. But the opening of his second term, after a big 1946 vote of confidence, promises the first spectacular fight of his life.",1894145900,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 21, 1947",0028-9604,16,English,English,108,New York,"Apr 21, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/oil-taxes-governor-warren/docview/1894145900/se-2?accountid=14696,Photographs,108,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=16&amp;title=Newsweek&amp;spage=108&amp;date=1947-04-21&amp;atitle=Oil%2C+Taxes+and+Governor+Warren&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-04-21,NA,NA
224,batch7_224.pdf,Outlaw American Communism,"SAN FRANCISCO—Since the days of Denis Kearney, the State of California has seen the rise and fall of many radical movements. Under their stimulus and despite their agitation, the state has moved ahead in economic power and political enlightenment. But California's 8,553 enrolled Communists comprise a group which is no gentle irritant.",1882529735,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 14, 1947",0028-9604,15,English,English,108,New York,"Apr 14, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/outlaw-american-communism/docview/1882529735/se-2?accountid=14696,Photographs,108,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=15&amp;title=Newsweek&amp;spage=108&amp;date=1947-04-14&amp;atitle=Outlaw+American+Communism&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-04-14,NA,NA
225,batch7_225.pdf,The Old Take From the Young,"Denver—Last November, Colorado went against the national Republican tide. It turned a Republican administration out of the state Capitol and elected a Democratic governor. The reasons behind this political surprise should provide an object lesson for both national parties.",1796835331,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 7, 1947",0028-9604,14,English,English,96,New York,"Apr 7, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/old-take-young/docview/1796835331/se-2?accountid=14696,Photographs,96,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=14&amp;title=Newsweek&amp;spage=96&amp;date=1947-04-07&amp;atitle=The+Old+Take+From+the+Young&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-04-07,NA,NA
226,batch7_226.pdf,Legitimate Propaganda,"The destiny of the State Department's Office of International Information and Cultural Affairs (OIC) rests with an economy-minded Congress. The OIC wants something like $25,000,000. At the present writing, there is a disposition among Republican House leaders to mow it down along with many other publicity agencies.",1807298873,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 31, 1947",0028-9604,13,English,English,100,New York,"Mar 31, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/legitimate-propaganda/docview/1807298873/se-2?accountid=14696,Photographs,100,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=13&amp;title=Newsweek&amp;spage=100&amp;date=1947-03-31&amp;atitle=Legitimate+Propaganda&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-03-31,NA,NA
227,batch7_227.pdf,Manifest Destiny?,Empires are like hash. They are not made. They accumulate. The spread of a nation's influence is due as much to external pull as to internal push. We are being drawn into situations because we are the only nation capable of filling economic vacuums.,1882529597,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 24, 1947",0028-9604,12,English,English,100,New York,"Mar 24, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/manifest-destiny/docview/1882529597/se-2?accountid=14696,Photographs,100,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=12&amp;title=Newsweek&amp;spage=100&amp;date=1947-03-24&amp;atitle=Manifest+Destiny%3F&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-03-24,NA,NA
228,batch7_228.pdf,Tammany's Face Is Lifted,"A philosopher in a New York college suggested, some years ago, that Ireland had never completed an era of feudalism. The Irish people, he said, had been summarily snatched from their primitive kings and forced into a detested association with the English. Hence, when the Irish came to America, they took up their course again and resumed feudalism.",1882523448,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 17, 1947",0028-9604,11,English,English,112,New York,"Mar 17, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/tammanys-face-is-lifted/docview/1882523448/se-2?accountid=14696,Photographs,112,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=11&amp;title=Newsweek&amp;spage=112&amp;date=1947-03-17&amp;atitle=Tammany%27s+Face+Is+Lifted&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-03-17,NA,NA
229,batch7_229.pdf,New Insurgency?,"President Taft had Western trouble. Now Senator Taft is developing symptoms. Real insurgency is in the making among Western Republican senators. ' At the moment, the talk around the Senate is about the slowly developing differences between Senators Taft and Vandenberg.",1882514631,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 10, 1947",0028-9604,10,English,English,100,New York,"Mar 10, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/new-insurgency/docview/1882514631/se-2?accountid=14696,Photographs,100,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=10&amp;title=Newsweek&amp;spage=100&amp;date=1947-03-10&amp;atitle=New+Insurgency%3F&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-03-10,NA,NA
230,batch7_230.pdf,The Bank Is a Puny Infant,"Unless something drastic is done to reconstruct and develop the International Bank for Reconstruction and Development, it will be an international flop. Its weaknesses become more glaring every day. An international searching party failed for months to find a single financier of standing to take the presidency.",1882515411,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 3, 1947",0028-9604,9,English,English,88,New York,"Mar 3, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/bank-is-puny-infant/docview/1882515411/se-2?accountid=14696,Photographs,88,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=9&amp;title=Newsweek&amp;spage=88&amp;date=1947-03-03&amp;atitle=The+Bank+Is+a+Puny+Infant&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-03-03,NA,NA
231,batch7_231.pdf,Political Power Goes West,"The growth and future potential of Texas, California and other Western and Southwestern States point to an immense shift in political power. Colonel McCormick's men write tartly of the need to cut down Eastern influence in the Republican party. They need not worry on that score. But the center of power will rush past the Colonel's domain, toward the West and Southwest.",1850809189,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Feb 24, 1947",0028-9604,8,English,English,108,New York,"Feb 24, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/political-power-goes-west/docview/1850809189/se-2?accountid=14696,Photographs,108,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=8&amp;title=Newsweek&amp;spage=108&amp;date=1947-02-24&amp;atitle=Political+Power+Goes+West&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-02-24,NA,NA
232,batch7_232.pdf,Louisiana Renaissance,"New Orleans—Behind the gaiety of the Mardi Gras, a serious note dominates New Orleans these days. People tell you to look behind the festive masque to substantial facts. What we quite inadequately call ""civic spirit"" is summoning great energy to strengthen the natural and man-made advantages of the city as a seat of industry, international trade and, surprising enough in light of the past, enlightened government.",1895326034,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Feb 17, 1947",0028-9604,7,English,English,108,New York,"Feb 17, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/louisiana-renaissance/docview/1895326034/se-2?accountid=14696,Photographs,108,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=7&amp;title=Newsweek&amp;spage=108&amp;date=1947-02-17&amp;atitle=Louisiana+Renaissance&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-02-17,NA,NA
233,batch7_233.pdf,Suggestions for a Labor Program,"The hearings before the Senate Committee on Labor have reinforced the view, held by most informed people, that the labor problem in this country is largely a Wagner Act problem. The hearings are also bringing out the fact that there should be less government, rather than more government in industrial relations.",1882513799,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Feb 10, 1947",0028-9604,6,English,English,100,New York,"Feb 10, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/suggestions-labor-program/docview/1882513799/se-2?accountid=14696,Photographs,100,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=6&amp;title=Newsweek&amp;spage=100&amp;date=1947-02-10&amp;atitle=Suggestions+for+a+Labor+Program&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-02-10,NA,NA
234,batch7_234.pdf,A Fortress Can Become a Prison,"Government is a tricky and perilous partner. Time and again, some group or interest has offered its votes as collateral and has moved into the big house on the plaza, only to find, after a while, that there are bars on the windows and a new landlord. Samuel Gompers warned labor of this danger.",1807299060,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Feb 3, 1947",0028-9604,5,English,English,76,New York,"Feb 3, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/fortress-can-become-prison/docview/1807299060/se-2?accountid=14696,Photographs,76,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=5&amp;title=Newsweek&amp;spage=76&amp;date=1947-02-03&amp;atitle=A+Fortress+Can+Become+a+Prison&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-02-03,NA,NA
235,batch7_235.pdf,Freeze the RFC,"On Jan. 22, the Reconstruction Finance Corp. was fifteen years old. The RFC will die on June 30, unless the 80th Congress extends its life. It is virtually certain that Congress will do so. The nature of that extension is one of the most serious issues before this Congress.",1882514213,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jan 27, 1947",0028-9604,4,English,English,96,New York,"Jan 27, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/freeze-rfc/docview/1882514213/se-2?accountid=14696,Photographs,96,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=4&amp;title=Newsweek&amp;spage=96&amp;date=1947-01-27&amp;atitle=Freeze+the+RFC&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-01-27,NA,NA
236,batch7_236.pdf,Retirement With Honor,"It is a notable event when a man can retire voluntarily, gracefully and without speculation about reasons other than those publicly given. But James F. Byrnes is a notable man and statesman. He has attained almost every governmental distinction except the Presidency, and he narrowly missed that.",1807298886,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jan 20, 1947",0028-9604,3,English,English,100,New York,"Jan 20, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/retirement-with-honor/docview/1807298886/se-2?accountid=14696,Photographs,100,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=3&amp;title=Newsweek&amp;spage=100&amp;date=1947-01-20&amp;atitle=Retirement+With+Honor&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-01-20,NA,NA
237,batch7_237.pdf,Perspective: Springtime for Politics,"With a Taft at the wheel of the steering committee and an Iekes back organizing reform movements, nostalgie dreams creep over those of us who have lived a span of years. Things seem, once more, what they used to be. After all, it seems natural to have Republicans back in office.",1883530426,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jan 13, 1947",0028-9604,2,English,English,88,New York,"Jan 13, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/perspective/docview/1883530426/se-2?accountid=14696,Photographs,88,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=2&amp;title=Newsweek&amp;spage=88&amp;date=1947-01-13&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-01-13,NA,NA
238,batch7_238.pdf,The Irrepressible Taft-Dewey Conflict,"CLEVELAND-A cloud no bigger than Tom Dewey's hand floats in the ruddy Republican sky of Ohio. As this portent expands, it is likely to bring into closer contact Ohio's two distinguished sons and senators, Bricker and Taft. Their common interest may not be apparent for some time, although rumors came thick and fast over the holidays.",1796835800,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jan 6, 1947",0028-9604,1,English,English,72,New York,"Jan 6, 1947",Newsweek,1947,29,https://www.proquest.com/magazines/irrepressible-taft-dewey-conflict/docview/1796835800/se-2?accountid=14696,Photographs,72,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=29&amp;issue=1&amp;title=Newsweek&amp;spage=72&amp;date=1947-01-06&amp;atitle=The+Irrepressible+Taft-Dewey+Conflict&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1947-01-06,NA,NA
239,batch7_239.pdf,A Constitutional Door to Peace,"There were those, over the past year, who believed there were no insuperable bars to peace. Their voices were almost unheard in the clamor of debate. But now, at the turn of the year, they can well enjoy a glow of vindication. No holiday season in ten years has provided so many reasons for hope.",1894113623,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Dec 30, 1946",0028-9604,27,English,English,80,New York,"Dec 30, 1946",Newsweek,1946,28,https://www.proquest.com/magazines/constitutional-door-peace/docview/1894113623/se-2?accountid=14696,Photographs,80,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=28&amp;issue=27&amp;title=Newsweek&amp;spage=80&amp;date=1946-12-30&amp;atitle=A+Constitutional+Door+to+Peace&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1946-12-30,NA,NA
240,batch7_240.pdf,The New Deal Survives the New Dealers,"The people at the next table turned suddenly to look. The Red-Faced Man still wielded a heavy fist, although it was many years since he had studied as a toolmaker's apprentice. Now, as head of his company, he felt the call of statesmanship. ""I tell you,"" he shouted, hitting the table another whack, ""the American people spoke up last month.",1832560005,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Dec 23, 1946",0028-9604,26,English,English,96,New York,"Dec 23, 1946",Newsweek,1946,28,https://www.proquest.com/magazines/new-deal-survives-dealers/docview/1832560005/se-2?accountid=14696,Photographs,96,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=28&amp;issue=26&amp;title=Newsweek&amp;spage=96&amp;date=1946-12-23&amp;atitle=The+New+Deal+Survives+the+New+Dealers&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1946-12-23,NA,NA
