Title,Subtitle,Author,Publication,SourceType,Publisher,Volume,Issue,PubDate,AlphaDate,StartPage,EndPage,PageRange,ISSN,EISSN,ISBN,Language,DocumentUrl,DOI
The Reasons Behind the Growing Popularity of Dwight Eisenhower,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/1/1959,1-Jun-59,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167517363?accountid=14696&bdid=91914&_bd=YD7Z5qnJ4XphaQYK2IcatATaAaw%3D,
Price-Fixing Proposals: a Threat to Free Enterprise and Consumer,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/5/1959,5-Jun-59,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167440330?accountid=14696&bdid=91914&_bd=LbKxKO%2FX%2FaAmygf%2BBVsd4gl3nnM%3D,
Sea Water Conversion Tests Give Hope for End of Water Scarcity,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/23/1959,23-Apr-59,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167504368?accountid=14696&bdid=91914&_bd=g14arPqjJXFcfMnFryho9vJW9k4%3D,
No Part of New York Is Safe in Mounting Juvenile Terrorism,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/8/1959,8-Sep-59,B5,,B5,4583035,,,ENG,https://www.proquest.com/docview/167496949?accountid=14696&bdid=91914&_bd=trM0PaIOptivQPcvk535WOeUGGA%3D,
Private Power Companies Move Forward on Nuclear Projects,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/12/1959,12-May-59,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167430092?accountid=14696&bdid=91914&_bd=2PLt9%2BUfomnOnbaFe6%2FQcQdD9jw%3D,
Rockefeller's Dwindling Strength and Nixon's Surging Popularity,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/2/1959,2-Jun-59,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167545311?accountid=14696&bdid=91914&_bd=MX1UwoG4laHCxZ8wo1oT72x0RV4%3D,
A Worthy Contender for Vice President,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/16/1960,16-Jan-60,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167629438?accountid=14696&bdid=91914&_bd=UeZB9GH08SVyIVpqk8UifSrAZ8c%3D,
Japanese Dynamism Erases War Losses,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/2/1959,2-Apr-59,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167455597?accountid=14696&bdid=91914&_bd=1jcnyZw8d9wSWqDTrBXm0iZOcPI%3D,
End of Cross-Filing in California Will Strengthen Two-Party System,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/30/1959,30-Apr-59,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167475193?accountid=14696&bdid=91914&_bd=m2EUU%2Bvyvv2%2Fy9piL3bIvKkSDag%3D,
Housing Bills Reveal Hypocrisy of 'Liberals' Who Sponsor Them,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/22/1959,22-Mar-59,B5,,b5,4583035,,,ENG,https://www.proquest.com/docview/167454670?accountid=14696&bdid=91914&_bd=0kQcNbMMrmzcDFUoXBAfYA%2BqTQs%3D,
Amendment Limiting Presidential Terms to Two Has Sound Bases,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/15/1959,15-Mar-59,B5A,,b5a,4583035,,,ENG,https://www.proquest.com/docview/167442065?accountid=14696&bdid=91914&_bd=LiVsUYdB8Bdlh1GGENeX18bJb5A%3D,
Federal 'Handout' Bureaucracies Stifle Local Business Enterprise,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/7/1959,7-May-59,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167510902?accountid=14696&bdid=91914&_bd=8WBeY3UlGVigtAy6XFqhDZkKVDo%3D,
Embarrassing Ruling in Japan,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/13/1959,13-Apr-59,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167443664?accountid=14696&bdid=91914&_bd=TjHkWoU%2F%2BAQUleG8Y5HKiukLYjk%3D,
Why Not Stevenson?--Democrats Asking,,"Moley, Raymond, Jr",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/6/1959,6-Oct-59,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/167560768?accountid=14696&bdid=91914&_bd=ToxKkrrJQWqbYu7FvzlDfNkluqw%3D,
Conservatives View Forthcoming British Election With Confidence,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/24/1959,24-Jul-59,B5,,B5,4583035,,,ENG,https://www.proquest.com/docview/167451965?accountid=14696&bdid=91914&_bd=UnM2viXFsxUP4b%2BMhSCl2TvHFlA%3D,
Tax Burden Causing Morality Breakdown,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/25/1959,25-Feb-59,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167435092?accountid=14696&bdid=91914&_bd=tPwQeoCfUO1V06%2F94dZA%2BwxRXsg%3D,
Khrushchev Must Be Made Aware That America Is Strong and United,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/28/1959,28-Aug-59,B5,,B5,4583035,,,ENG,https://www.proquest.com/docview/167476842?accountid=14696&bdid=91914&_bd=44mo549jQRpbagDXEV99d9n2BKI%3D,
President Standing Firm Against Federally Financed 'Prosperity',,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/25/1959,25-Mar-59,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167450078?accountid=14696&bdid=91914&_bd=PnlPIStuE%2F4Bj2A480WbOJxdfts%3D,
NEW YORK OUT OF JOINT,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/23/1958,23-Oct-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167316360?accountid=14696&bdid=91914&_bd=Y%2BzswXBEg9PF%2Fjqp51eNMsoveBE%3D,
How Circumstances Have Driven Nixon,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/28/1958,28-Oct-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167298200?accountid=14696&bdid=91914&_bd=SmUgIMBJx7lHl4PEB7bdfby%2BilQ%3D,
STRANGE PARTNERS,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/5/1958,5-Nov-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167405918?accountid=14696&bdid=91914&_bd=S7MdXUSFdC3Zgc3VeNKSWEy3%2FdI%3D,
ADAMS IN PERSPECTIVE,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/30/1958,30-Sep-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167260627?accountid=14696&bdid=91914&_bd=zOGua0IyUDcj5fw8PmZQg%2Bj4W0s%3D,
THE WAY THE COPE DOES ITS WORK,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/24/1958,24-Oct-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167313532?accountid=14696&bdid=91914&_bd=X%2B7EkvIBetRdzahh1cXWuK99Kc0%3D,
Los Angeles Points Way for Republicans,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/20/1959,20-Jan-59,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167419478?accountid=14696&bdid=91914&_bd=Edn%2BlgNHCu7GbxcluSGvRsZ7MgU%3D,
AUTO TAX DEALS,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/7/1958,7-Aug-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167386237?accountid=14696&bdid=91914&_bd=519lICrs8STVZarbGfWvqY8jdKw%3D,
Farm Bureau Chief on Federal Policies,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/12/1958,12-Dec-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167389345?accountid=14696&bdid=91914&_bd=CVZttD6udX7eLEcpSE7waHzvuAc%3D,
FUNDS AND POLITICS,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/29/1958,29-Jul-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167344434?accountid=14696&bdid=91914&_bd=wO4MdVgStc3oEDDmfWPvnTs0pA0%3D,
Democratic Platform: a Union Blueprint,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/10/1958,10-Oct-58,B4,,b4,4583035,,,ENG,https://www.proquest.com/docview/167330939?accountid=14696&bdid=91914&_bd=Ap8qnqEauFmG9jLOBW0WnLMN23I%3D,
DISCORD ON THE LEFT,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/29/1958,29-Dec-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167376262?accountid=14696&bdid=91914&_bd=xDtgeB6o%2FPURLc7oCtvrQP8h8KI%3D,
SCHOOLAID SURVEY,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/27/1958,27-Aug-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167284166?accountid=14696&bdid=91914&_bd=EfjalQHpM5OKIpli3ApR0d26S%2Bg%3D,
A Cautious Prophecy of November Drear,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/23/1958,23-Sep-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167320052?accountid=14696&bdid=91914&_bd=ofIw5%2BqFS9pAyAaIQgR4HdoMhEY%3D,
Conservative to Seek Texas Senate Seat,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/17/1958,17-Apr-58,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/167261392?accountid=14696&bdid=91914&_bd=Z7jxfnJRuSnZ2EiFm9v7kob%2BsCk%3D,
PRINCIPLES FOR ALL,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/11/1958,11-Nov-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167396688?accountid=14696&bdid=91914&_bd=IxF0YNrBS0ztsJvkf0xM5og8sHk%3D,
Analysis of the Bill on Unemployment,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/10/1958,10-Jun-58,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/167327924?accountid=14696&bdid=91914&_bd=sAsxHp4ENYEIAOQKD5wV0lYivr0%3D,
Why a Labor Party? Democrats Will Do,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/18/1958,18-Nov-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167374112?accountid=14696&bdid=91914&_bd=BiXFTSEwyyCz6CHqDJddXSn%2BUvY%3D,
Two Good Men Seek Office in New York,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/24/1958,24-Jun-58,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/167305914?accountid=14696&bdid=91914&_bd=%2FiWCiDx2F3YuFEZZ3yDV2mUgD%2Bw%3D,
A CALL FOR PROPHETS,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/15/1959,15-Jan-59,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167391552?accountid=14696&bdid=91914&_bd=U%2FdIYZANEozTite41jgOUe%2FO8A4%3D,
MEDICINE IN BRITAIN,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/6/1958,6-Aug-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167310941?accountid=14696&bdid=91914&_bd=mqVUa8vmCiyTNCUDnr2oWEm8neI%3D,
THE MOST IMPORTANT OF AUDITORS,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/25/1958,25-Nov-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167337328?accountid=14696&bdid=91914&_bd=fhB%2Bli2p4F0W5gCW%2BWXC9Zuux0Y%3D,
RAYMOND MOLEY:,State Legislatures and Reapportionment,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/4/1958,4-Oct-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167368070?accountid=14696&bdid=91914&_bd=CJeA39prI8Rhv1Q20kuWN4Di%2B5U%3D,
ON THE UNION SHOP,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/2/1958,2-Dec-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167386401?accountid=14696&bdid=91914&_bd=2nrKWjXCBERTvlLLwPDLXuNe9DU%3D,
Unions Gird for New Struggle in Ohio,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/28/1958,28-Aug-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167282713?accountid=14696&bdid=91914&_bd=SG0qlV02saY90V%2FnJSLgVHgH5MM%3D,
A Dangerous Social Security Proposal,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/10/1958,10-Jul-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167336873?accountid=14696&bdid=91914&_bd=283hoSONYuiIK7XFCofNZN1HuYA%3D,
New Encroachments on Local Authority,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/8/1959,8-Jan-59,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167439593?accountid=14696&bdid=91914&_bd=ztVHxeAuvY40UFQ8st%2BY7gN0%2BEg%3D,
Triumph for Nixon on Visit to Britain,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/4/1958,4-Dec-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167387453?accountid=14696&bdid=91914&_bd=G4IESAwDcpLsRtoc8sM3%2F%2FtfoTU%3D,
Harry Hopkins and N.Y. Governorship,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/2/1958,2-Sep-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167388269?accountid=14696&bdid=91914&_bd=TDFAJyikJElOw9uRLxd5eEeJI28%3D,
RICHMOND EDITORIAL,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/9/1958,9-Sep-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167252963?accountid=14696&bdid=91914&_bd=Zhk2KQHOJgqPmWifFq1LyoB0RdY%3D,
Dangerous Spending Plans of Democrats,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/11/1958,11-Oct-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167321025?accountid=14696&bdid=91914&_bd=sJZn6qshFiZeKFsg4Kr0m3Bs8vQ%3D,
Senators' Auto Tax Proposal Assailed,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/30/1958,30-May-58,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/167263171?accountid=14696&bdid=91914&_bd=A6yk1ZKso6Im83U9B%2B8zoQDVAlQ%3D,
Reuther's Problem in Age of Automation,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/12/1958,12-Aug-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167247511?accountid=14696&bdid=91914&_bd=Q4HdJhe4ibi5gy%2FZ%2BBXjDTPnMIo%3D,
SHIPS AND NATIONS,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/12/1958,12-Sep-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167299555?accountid=14696&bdid=91914&_bd=qIJHXLKpc14PJBH8PqDtENAndkI%3D,
Some Fallacies About Schools Exploded,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/12/1958,12-Jul-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167353445?accountid=14696&bdid=91914&_bd=gKIGAkOJ4bTzBmp6BbdgjWh1bZ8%3D,
California Unions Aim at Legislature,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/9/1958,9-Oct-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167335017?accountid=14696&bdid=91914&_bd=5OW%2F4mk4T9r556mH8%2BayWG8l9Kc%3D,
Scaring Businessman on Civic Goodwill,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/2/1958,2-Oct-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167365317?accountid=14696&bdid=91914&_bd=DnI%2FrVvMYuBc%2F65fjGoV1pe3Ko8%3D,
The Supreme Court and Congress' Rights,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/3/1958,3-Jun-58,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/167333196?accountid=14696&bdid=91914&_bd=yb322OjekYhSKmIMCJ19IPEgAoI%3D,
THE NIXON APPRAISAL,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/18/1958,18-Jul-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167345029?accountid=14696&bdid=91914&_bd=xvtUOiKeHkWYTjgi%2FSZiuinqokU%3D,
Liberal Revival in British Voting,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/12/1958,12-Apr-58,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/167308435?accountid=14696&bdid=91914&_bd=p27IU0DaQ0Jqbm%2B4%2FXyQjDaoSsg%3D,
The Phony Claims of Public Power Group,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/21/1958,21-Nov-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167341620?accountid=14696&bdid=91914&_bd=TTH3IKU4G9B1pooE41ZaUfyutcE%3D,
TAXPAYERS' RARE FRIENDS,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/26/1958,26-Aug-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167349624?accountid=14696&bdid=91914&_bd=R8dAWxVBAdHJ6GEk7RwVUDADUlA%3D,
The Need for a New Type of Politician,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/30/1958,30-Dec-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167397356?accountid=14696&bdid=91914&_bd=fZZDqaJqUkbfuUpfFEolSD4s8xI%3D,
President's Chance to Ease Inflation,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/23/1958,23-Aug-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167340819?accountid=14696&bdid=91914&_bd=45yeqAT0G4Xl3yrVT8uT5iscnyc%3D,
Alien Registry of U.S. Ships a Necessity,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/8/1958,8-Nov-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167371428?accountid=14696&bdid=91914&_bd=LyC9Fr9lhW7Iota4SYkeYxlL3Dc%3D,
Nixon Facing Task of Rebuilding GOP,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/10/1958,10-Dec-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167392742?accountid=14696&bdid=91914&_bd=3J9UKFl9r%2Fj%2Bgr5LIOM%2B7Dtt2Fo%3D,
THE FALL OF STASSEN,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/28/1958,28-May-58,B5,,B5,4583035,,,ENG,https://www.proquest.com/docview/167298993?accountid=14696&bdid=91914&_bd=FkX%2BfcWSQ849mpbFHuhw2GQCqEg%3D,
False Philosophy in Education Aid Bill,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/9/1958,9-Aug-58,C4,,,4583035,,,ENG,https://www.proquest.com/docview/167263714?accountid=14696&bdid=91914&_bd=CFMGQChdU%2BIaWfKDIAHJZEme75A%3D,
Unions Cat's-paws of Foreign Ship Firms,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/6/1958,6-Dec-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167376439?accountid=14696&bdid=91914&_bd=VOx0jsndEI8R2U4Q6bHQ5VpDggk%3D,
Republican Search for a New Formula,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/17/1958,17-Dec-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167391648?accountid=14696&bdid=91914&_bd=JqRqvgm0t3QyOUqXnZx0b0k2RBk%3D,
Twice Beaten Project Reappears in House,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/17/1958,17-Jul-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167332131?accountid=14696&bdid=91914&_bd=pOHsiI4ER8vnMRqUkrAj3m7bXHY%3D,
Mrs. Roosevelt on Democratic Nominee,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/20/1958,20-Dec-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167387277?accountid=14696&bdid=91914&_bd=BvjhnBcNXZirXdxZIQzRxhnY1DA%3D,
Divergency of Views on Tax Reduction,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/13/1958,13-Jun-58,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/167320558?accountid=14696&bdid=91914&_bd=FbSpZzsX6FXkNTq5Ca%2Frb6E6ayc%3D,
TO SAVE THE STATES,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/1/1958,1-Jul-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167360378?accountid=14696&bdid=91914&_bd=ouxe1EPmyr1EJcA6BnSJM%2BbWKrM%3D,
Another RFC Rises in Small Business Unit,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/18/1958,18-Oct-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167295537?accountid=14696&bdid=91914&_bd=VjtYc8D2HygbL65Krv8rzih5Bqc%3D,
Playing Politics With Social Security,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/4/1958,4-Jul-58,A4,,,4583035,,,ENG,https://www.proquest.com/docview/167334829?accountid=14696&bdid=91914&_bd=ryNqc%2BNu5Lk0IMUX3zuplx%2BnlSY%3D,
Labor Measures Must Pass Union Scrutiny,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/7/1958,7-Jun-58,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/167300651?accountid=14696&bdid=91914&_bd=uyvlSgiZ%2BTqhR4bRALYu%2FP29YDQ%3D,
Quarter of a Century of Soviet Betrayals,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/22/1958,22-Nov-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167379619?accountid=14696&bdid=91914&_bd=f5xdJKaDnZfT%2BCwk2knYe%2FF5ia4%3D,
Mrs. Roosevelt and Right-to-Work Laws,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/13/1958,13-Sep-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167371051?accountid=14696&bdid=91914&_bd=xvfleoqcXIG%2FCr%2FoTZJupbWVKdY%3D,
Rules Committee's Brake on Spending,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/30/1958,30-Aug-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167267586?accountid=14696&bdid=91914&_bd=NA4PhTXggf0LJ6brNuFZoy0FuXo%3D,
EPIC Finds Echo in Redevelopment Bill,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/19/1958,19-Jun-58,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/167334301?accountid=14696&bdid=91914&_bd=dgJ1uywKmK0ApGf8NhMHZ8vkhgE%3D,
NEA and the Critics of Federal School Aid,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/26/1958,26-Dec-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167390533?accountid=14696&bdid=91914&_bd=qdUFV%2FHlUKZXtC9ux2CsIFBVMeE%3D,
Voluntary Unionism and the Ministry,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/31/1958,31-Oct-58,B4,,,4583035,,,ENG,https://www.proquest.com/docview/167318588?accountid=14696&bdid=91914&_bd=3Ykrpca0wp82%2BWVrR4mys8Sn0OA%3D,
FULL EMPLOYMENT DRIVE,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/26/1958,26-Nov-58,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167355887?accountid=14696&bdid=91914&_bd=grko9ohSCam43cYroFNEIEEBzk4%3D,
Ohio Republicans Brace for Challenge,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/28/1958,28-Jun-58,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/167304172?accountid=14696&bdid=91914&_bd=Q6iYMBWetSrZnDJm8sWSQL80WRM%3D,
ECONOMIC VERITIES,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/2/1959,2-Jan-59,B5,,,4583035,,,ENG,https://www.proquest.com/docview/167410583?accountid=14696&bdid=91914&_bd=i9Qb4%2Fmg5q7iyY1Wd7NOzzI9AvM%3D,
